,Unnamed: 0,企业名称,所属行业,招聘岗位,工作地点,条件,企业信息,薪资,URL
0,0,BOSS直聘,人力资源服务,数据分析师,北京·朝阳区·太阳宫,10年以上硕士,人力资源服务已上市1000-9999人,10-11K,https://www.zhipin.com//job_detail/d197e212d9102e101nFz3N6_E1NQ.html
1,1,快手,社交网络,数据分析师,北京·海淀区·西二旗,5天/周6个月本科,社交网络已上市10000人以上,300-350元/天,https://www.zhipin.com//job_detail/b9b3cde5615884f91nBy2Nu9E1VS.html
2,2,边锋,游戏,数据分析,北京·海淀区·双榆树,在校/应届本科,游戏不需要融资1000-9999人,8-12K·14薪,https://www.zhipin.com//job_detail/3298798b141b5c891nx82964E1ZQ.html
3,3,途游游戏,游戏,数据分析,北京·朝阳区·立水桥,在校/应届硕士,游戏D轮及以上500-999人,10-15K·13薪,https://www.zhipin.com//job_detail/c14bec007289fe2c03B_0tq1FVI~.html
4,4,朝批商贸,批发/零售,数据分析,北京·朝阳区·南磨房,在校/应届本科,批发/零售不需要融资1000-9999人,5-6K,https://www.zhipin.com//job_detail/c663aef997c24c9a1nN53t-9F1RR.html
5,5,京东科技集团,互联网,数据分析,北京·大兴区·亦庄,4天/周6个月本科,互联网不需要融资1000-9999人,200-300元/天,https://www.zhipin.com//job_detail/9e1ac679b0445d3b1nd43dS9EVZS.html
6,6,法本,计算机软件,数据分析师,北京·东城区·朝阳门,1-3年大专,计算机软件已上市10000人以上,7-12K,https://www.zhipin.com//job_detail/d7117d106ddbefde1n1z2di_GFRS.html
7,7,易达未来,计算机软件,数据分析,北京·昌平区·西三旗,在校/应届本科,计算机软件未融资20-99人,10-15K,https://www.zhipin.com//job_detail/bb62122b05c71c291nd73d60ElZQ.html
8,8,全时天地在线,互联网,数据分析,北京,经验不限大专,互联网已上市1000-9999人,4-5K,https://www.zhipin.com//job_detail/5a0be5bde752c7f91nJ_2Ni8EFJR.html
9,9,美团,互联网,数据分析岗,北京·朝阳区·望京,4天/周3个月本科,互联网已上市10000人以上,150-200元/天,https://www.zhipin.com//job_detail/b6ca0d81c7465ef31nN-09y1GFpR.html
10,10,好未来,互联网,数据分析实习生,北京·昌平区·回龙观,4天/周6个月本科,互联网已上市10000人以上,100-200元/天,https://www.zhipin.com//job_detail/45ef374aed2bf83a1n142tq8GVtR.html
11,11,爱慕股份有限公司,生活服务,数据分析,北京·朝阳区·望京,1-3年本科,生活服务不需要融资10000人以上,8-12K,https://www.zhipin.com//job_detail/43c554ff486437c31H153dy8FlA~.html
12,12,搜狐媒体,互联网,数据分析实习生,北京·海淀区·中关村,4天/周6个月硕士,互联网已上市10000人以上,150-200元/天,https://www.zhipin.com//job_detail/137ec9082cc0b09d1nB80t21FFFS.html
13,13,京东集团,电子商务,数据分析师,北京·大兴区·亦庄,在校/应届本科,电子商务已上市10000人以上,14-18K·16薪,https://www.zhipin.com//job_detail/af19b20f149de5801n1909q5EVRR.html
14,14,掌愿互动,游戏,数据分析员,北京·丰台区·宋家庄,在校/应届本科,游戏B轮20-99人,12-22K·13薪,https://www.zhipin.com//job_detail/79f90d6b8dc0fbaf33F-0tS0F1I~.html
15,15,盘古智能,智能硬件,数据分析员,北京,在校/应届本科,智能硬件A轮20-99人,3-5K,https://www.zhipin.com//job_detail/3237e2b32f24f12f1nZ_3t-6E1pS.html
16,16,花园北,电子商务,数据分析,北京·海淀区·清河,1-3年本科,电子商务不需要融资100-499人,7-11K,https://www.zhipin.com//job_detail/979f55df3354e54f1nNz3tW8FFpT.html
17,17,阿里巴巴高德,互联网,数据分析专员,北京·昌平区·南邵,1-3年大专,互联网已上市1000-9999人,5-7K,https://www.zhipin.com//job_detail/270f237eaff9b3481Hd63tS4FlA~.html
18,18,运营宝,电子商务,数据分析助理,北京·大兴区·亦庄,在校/应届本科,电子商务A轮100-499人,7-10K·13薪,https://www.zhipin.com//job_detail/f679fcf2602ab9b81nx839S0FFFQ.html
19,19,高德地图,互联网,数据分析师,北京·朝阳区·望京,5天/周2个月本科,互联网已上市1000-9999人,250-350元/天,https://www.zhipin.com//job_detail/abb7a8f432d878951nZ93Nq9EVRS.html
20,20,完美世界,游戏,数据分析,北京·朝阳区·望京,经验不限本科,游戏已上市1000-9999人,20-40K,https://www.zhipin.com//job_detail/8f06b2db1b423a581nR83Nu8EldT.html
21,21,海南易睿,游戏,数据分析实习生,北京·朝阳区·柳芳,3天/周6个月大专,游戏未融资20-99人,150-200元/天,https://www.zhipin.com//job_detail/b5b4dc0d655a2d191nZ62Ni_FlJS.html
22,22,滴滴出行,移动互联网,数据分析员,北京·海淀区·西北旺,4天/周3个月本科,移动互联网D轮及以上1000-9999人,150-200元/天,https://www.zhipin.com//job_detail/eee5bd7d8c9631f31nN-2Nq4FlJT.html
23,23,金风科技,计算机软件,数据分析实习生,北京·大兴区·亦庄,4天/周3个月硕士,计算机软件已上市1000-9999人,150-160元/天,https://www.zhipin.com//job_detail/06a58ffc2a076d7a1nxy2du-GFFR.html
24,24,零点,数据服务,数据分析员,北京·朝阳区·酒仙桥,经验不限本科,数据服务已上市500-999人,5-7K,https://www.zhipin.com//job_detail/0f9a69f14e62f50f0nF53NW4EA~~.html
25,25,滴滴,移动互联网,数据分析师,北京·海淀区·西北旺,5天/周3个月本科,移动互联网D轮及以上1000-9999人,240-300元/天,https://www.zhipin.com//job_detail/816ed15d339978b91n1y2N--ElRQ.html
26,26,上海才谛,人力资源服务,数据分析,北京·海淀区·上地,5-10年本科,人力资源服务0-20人,35-60K·15薪,https://www.zhipin.com//job_detail/bc8f9f90760b35ed1nF73dS-GFBQ.html
27,27,恒华龙信,计算机软件,数据分析建模师,北京·西城区·牡丹园,在校/应届硕士,计算机软件未融资20-99人,10-15K·13薪,https://www.zhipin.com//job_detail/ee5a6929dd77499303B43di0ElA~.html
28,28,麦吉太文科技,游戏,数据分析,北京·朝阳区·太阳宫,5-10年本科,游戏未融资500-999人,20-35K·16薪,https://www.zhipin.com//job_detail/f8c5e81c21f790091nJz09i_FFBQ.html
29,29,锐安科技,互联网,数据分析工程师,北京·海淀区·清河,在校/应届本科,互联网未融资1000-9999人,10-15K·13薪,https://www.zhipin.com//job_detail/6d7b4a427e6c96bc1nxy3N65FVdQ.html
30,30,眉州东坡集团,生活服务,数据分析员,北京,1-3年大专,生活服务不需要融资100-499人,6-10K,https://www.zhipin.com//job_detail/8ff244b4154cfcf31nJ63961EVdT.html
31,31,新浪网,互联网,算法数据分析,北京·海淀区·上地,5天/周3个月本科,互联网不需要融资1000-9999人,100-150元/天,https://www.zhipin.com//job_detail/3176714fbfb4a8451n1_3d6-F1NR.html
32,32,百度,互联网,数据分析师,北京·海淀区·西北旺,经验不限本科,互联网已上市10000人以上,11-16K,https://www.zhipin.com//job_detail/eb4425201406ea9e1nx_3Nq6GVVS.html
33,33,京东世纪贸易有限公司,互联网,数据分析岗,北京·大兴区·亦庄,5-10年本科,互联网已上市10000人以上,40-60K·14薪,https://www.zhipin.com//job_detail/ed9886bb3c8fe16c1nJy2du7E1dT.html
34,34,医脉通,互联网,数据分析,北京·朝阳区·定福庄,经验不限本科,互联网未融资100-499人,6-10K,https://www.zhipin.com//job_detail/bb73b67e35110c0c1nZy3t-0GVJR.html
35,35,京东物流,物流/仓储,数据分析师,北京·大兴区·亦庄,5-10年本科,物流/仓储已上市10000人以上,15-25K·15薪,https://www.zhipin.com//job_detail/92ff875a6297fd881n1-3t6-FFdR.html
36,36,陌陌,移动互联网,数据分析实习生,北京·朝阳区·望京,4天/周3个月本科,移动互联网已上市1000-9999人,150-180元/天,https://www.zhipin.com//job_detail/ff12aaf744d502811nxy2Nu4FVpQ.html
37,37,北京易华录,互联网,数据分析师,北京·石景山区·杨庄,5-10年本科,互联网已上市1000-9999人,15-25K,https://www.zhipin.com//job_detail/2d7f3786da3a026e1n162d66ElZR.html
38,38,快手,互联网,数据分析实习生,北京·海淀区·清河,5天/周3个月本科,互联网已上市1000-9999人,200-400元/天,https://www.zhipin.com//job_detail/ed5955f58d8862891nR_09S0EVpR.html
39,39,黑丘,企业服务,数据分析师,北京·东城区·东四,3-5年本科,企业服务0-20人,12-18K,https://www.zhipin.com//job_detail/427cf526553bf1611X1z3du4E1M~.html
40,40,斑马天下,在线教育,数据分析实习生,北京·朝阳区·酒仙桥,5天/周3个月硕士,在线教育A轮500-999人,150-200元/天,https://www.zhipin.com//job_detail/ed726226753bc99e3nd_3N2_GFI~.html
41,41,捷翊汽车租赁,汽车生产,数据分析,北京·东城区·建国门内,1-3年本科,汽车生产B轮1000-9999人,9-14K,https://www.zhipin.com//job_detail/7b6e2a58c69f248f1nx-2tm1EVJQ.html
42,42,软通动力,计算机软件,地图数据分析,北京·海淀区·西北旺,1-3年大专,计算机软件已上市10000人以上,7-10K,https://www.zhipin.com//job_detail/ab17452e3db01e6e1nRz39m6EVRT.html
43,43,能高普康,电力/热力/燃气/水利,数据分析师,北京,在校/应届本科,电力/热力/燃气/水利未融资20-99人,7-12K,https://www.zhipin.com//job_detail/037ea6bd0b7ab89a1nF73Ny1GFJR.html
44,44,长城汽车,汽车生产,数据分析,北京·丰台区·广安门,3-5年硕士,汽车生产已上市10000人以上,13-20K,https://www.zhipin.com//job_detail/3de12c78ca36a2d433Ry3dy6F1I~.html
45,45,数说故事,互联网,数据分析实习生,北京·朝阳区·三元桥,5天/周3个月本科,互联网C轮100-499人,90-100元/天,https://www.zhipin.com//job_detail/20ea1010863538d41nxy0t-0FVdS.html
46,46,北京智源研究院,非盈利机构,数据分析师,北京·海淀区·五道口,4天/周6个月本科,非盈利机构不需要融资100-499人,150-200元/天,https://www.zhipin.com//job_detail/e0f1b132b987c66b1nJ43dq1EFBT.html
47,47,鑫世达,船舶/航空/航天,数据分析师,北京·大兴区·西红门,1-3年本科,船舶/航空/航天0-20人,8-10K,https://www.zhipin.com//job_detail/2d57e3b96ca6789e1nZ73NW1ElVQ.html
48,48,柏睿数据,数据服务,数据分析师,北京,在校/应届本科,数据服务C轮100-499人,9-14K,https://www.zhipin.com//job_detail/ba0d49624a5d682d1nF-09i8EldR.html
49,49,中视购物,贸易/进出口,数据分析,北京·海淀区·公主坟,1-3年本科,贸易/进出口不需要融资500-999人,6-8K,https://www.zhipin.com//job_detail/d71995a80fd2c2f20nd739u1F1c~.html
50,50,慧博云通,计算机软件,数据分析师（双休）,北京·海淀区·牡丹园,1-3年大专,计算机软件B轮1000-9999人,8-12K,https://www.zhipin.com//job_detail/ac2f1638d6b3e2fe1n1y3d-9FlVS.html
51,51,网易,移动互联网,数据分析实习生,北京·海淀区·西北旺,5天/周3个月本科,移动互联网已上市10000人以上,200-250元/天,https://www.zhipin.com//job_detail/b1202187c8e783621nx73tW-ElZS.html
52,52,中科软,计算机软件,大数据分析,北京·朝阳区·望京,3-5年本科,计算机软件已上市10000人以上,20-22K,https://www.zhipin.com//job_detail/137110b88542a1371n1y2Nu1E1RS.html
53,53,山西天融,环保,数据分析师,北京·海淀区·西三旗,5-10年本科,环保不需要融资20-99人,10-15K,https://www.zhipin.com//job_detail/32a11df32d7b44481nR42dy1EFRT.html
54,54,善诚国际,装修装饰,商业数据分析,北京·海淀区·学院路,经验不限学历不限,装修装饰已上市100-499人,6-11K,https://www.zhipin.com//job_detail/27a48d690e48ec941nx-0tq-ElBQ.html
55,55,智蓝云信,计算机软件,数据分析,北京·海淀区·西北旺,1-3年本科,计算机软件不需要融资1000-9999人,12-16K,https://www.zhipin.com//job_detail/eb9226d36a904c9d1nN709-9ElVR.html
56,56,华数医汇,制药,数据分析实习生,北京·朝阳区·建外,3天/周3个月本科,制药天使轮20-99人,150-180元/天,https://www.zhipin.com//job_detail/3fd3214bdf2d39b71n153t-_FFFT.html
57,57,今日头条,移动互联网,数据分析,北京·海淀区·中关村,3-5年本科,移动互联网不需要融资10000人以上,30-35K,https://www.zhipin.com//job_detail/e43b8a1b4cb544da1n1909u8GVNQ.html
58,58,捷耐拓,服装/纺织/皮革,数据分析（实习生）,北京,经验不限大专,服装/纺织/皮革未融资20-99人,4-6K,https://www.zhipin.com//job_detail/ef96e1cdf045f5301nN829W5GFpT.html
59,59,华博创科,计算机软件,数据分析师,北京·通州区·中仓,5-10年本科,计算机软件已上市100-499人,3-8K,https://www.zhipin.com//job_detail/b8df2e22391c3e931nZ43t68EVVR.html
60,60,爱侬养老,生活服务,数据分析师,北京·朝阳区·劲松,1-3年大专,生活服务100-499人,10-15K,https://www.zhipin.com//job_detail/d10b5aaec3a54a111nFy2t20GFNR.html
61,61,软通动力信息技术集团,计算机软件,数据分析师,北京·海淀区·西二旗,1-3年本科,计算机软件已上市10000人以上,10-16K,https://www.zhipin.com//job_detail/299e353686fc9df11n192N28E1NS.html
62,62,数城未来,互联网,数据分析实习生,北京·朝阳区·双井,5天/周3个月本科,互联网天使轮20-99人,200-250元/天,https://www.zhipin.com//job_detail/b3b92c1180d0e01b1HN73dm-FVI~.html
63,63,华北利星行,机械设备/机电/重工,数据分析实习生,北京·通州区·马驹桥,5天/周6个月本科,机械设备/机电/重工不需要融资1000-9999人,150-200元/天,https://www.zhipin.com//job_detail/55086209db688a241nF82NW8EVRQ.html
64,64,微博,互联网,数据分析实习生,北京·海淀区·上地,4天/周3个月本科,互联网已上市1000-9999人,100-150元/天,https://www.zhipin.com//job_detail/074f4b10108ebf091nZ829W6F1BQ.html
65,65,枫叶汽车,互联网,数据分析师,北京·朝阳区·双井,5-10年本科,互联网未融资100-499人,15-20K,https://www.zhipin.com//job_detail/2dd8dad38c1325470nB_2NS-GFE~.html
66,66,北京圣世博泰,智能硬件,广告数据分析实习生,北京,5天/周6个月本科,智能硬件不需要融资100-499人,200-250元/天,https://www.zhipin.com//job_detail/fff56e0f22bbdd031nJz29--F1JR.html
67,67,鑫多多网络,互联网,电子信息工程实习生、大数据分析,北京·丰台区·科技园区,经验不限大专,互联网20-99人,6-8K,https://www.zhipin.com//job_detail/0fade0a23d9bab751nR_2N-4GVVR.html
68,68,铂睿德佳,咨询,数据分析员,北京·朝阳区·望京,经验不限本科,咨询不需要融资20-99人,5-7K,https://www.zhipin.com//job_detail/8240360b6359532c1nZ92Nu6FFNR.html
69,69,闪送,移动互联网,数据分析,北京·海淀区·东小口,5-10年本科,移动互联网D轮及以上1000-9999人,30-40K·15薪,https://www.zhipin.com//job_detail/69d62b10ffac6c611nJ53Nq4F1VQ.html
70,70,北京新氧科技,互联网,数据分析 实习生,北京·朝阳区·望京,4天/周3个月本科,互联网已上市1000-9999人,150-170元/天,https://www.zhipin.com//job_detail/0223706a88c100001nN43dW6E1JR.html
71,71,博彦科技,计算机软件,数据分析师,北京·海淀区·西北旺,1-3年本科,计算机软件已上市10000人以上,10-15K,https://www.zhipin.com//job_detail/9907320df7bfcb601n1y3tm0EFVT.html
72,72,宁夏国投云贷,互联网金融,数据分析实习生,北京·海淀区·航天桥,4天/周6个月本科,互联网金融不需要融资20-99人,150-200元/天,https://www.zhipin.com//job_detail/3b8f1e2954dc69671nN72du1FFNQ.html
73,73,泰瑞数创,计算机软件,数据分析主管,北京·海淀区·清河,5-10年本科,计算机软件D轮及以上100-499人,15-20K,https://www.zhipin.com//job_detail/0aebb8b52bd44c511nJy2ty0GFJQ.html
74,74,清环智源,环保,综合数据分析师（北京）,北京·海淀区·五道口,经验不限硕士,环保不需要融资20-99人,10-15K,https://www.zhipin.com//job_detail/ecf27ca77fdc090f1nB83t20FVJT.html
75,75,顺丰速运有限公司,物流/仓储,数据分析员,北京·通州区·马驹桥,3-5年本科,物流/仓储已上市20-99人,9-12K,https://www.zhipin.com//job_detail/a0fa34fe9a0998b41nZ939q-F1JQ.html
76,76,中科易研,数据服务,数据分析师,北京·西城区·马甸,经验不限硕士,数据服务未融资20-99人,8-13K,https://www.zhipin.com//job_detail/5a67e4fd000951441nJz3t26E1BT.html
77,77,小米,互联网,海外数据分析,北京·海淀区·清河,5-10年本科,互联网已上市10000人以上,15-25K·14薪,https://www.zhipin.com//job_detail/685d611cf308dd021nJ63N20E1VR.html
78,78,智领众悦,互联网,数据分析师,北京·朝阳区·建国门,3-5年大专,互联网不需要融资20-99人,11-22K·14薪,https://www.zhipin.com//job_detail/0035445fbe2531091nN53Nq1GFZS.html
79,79,贝瑞和康,医疗健康,遗传数据分析员,北京,经验不限学历不限,医疗健康已上市1000-9999人,7-12K,https://www.zhipin.com//job_detail/6d8fc220fe24b0391nN5296-F1RQ.html
80,80,VIPKID,移动互联网,数据分析师,北京·朝阳区·十里堡,1年以内本科,移动互联网D轮及以上10000人以上,10-15K,https://www.zhipin.com//job_detail/99fcdaf47ada1bf41HZz29q-FFI~.html
81,81,精友,数据服务,数据分析师,北京·海淀区·上地,5-10年本科,数据服务不需要融资500-999人,11-20K,https://www.zhipin.com//job_detail/5ae23f821b55df5b1nx-3Nm4EFpQ.html
82,82,当当网,电子商务,数据分析师,北京·朝阳区·左家庄,5-10年本科,电子商务已上市1000-9999人,20-35K·14薪,https://www.zhipin.com//job_detail/06174dde379b6b4a1nJ_0tq5GFRQ.html
83,83,闪电快车,互联网,数据分析师,北京·朝阳区·立水桥,经验不限本科,互联网D轮及以上10000人以上,11-22K·16薪,https://www.zhipin.com//job_detail/c2e9b5e726bb59761nVz09y6E1RQ.html
84,84,中质国优,数据服务,数据分析师,北京·海淀区·花园桥,1年以内硕士,数据服务未融资20-99人,9-10K,https://www.zhipin.com//job_detail/ef52fb4185c861fd1n1z29u7Flc~.html
85,85,思源智能,智能硬件,数据分析师,北京·海淀区·上地,经验不限学历不限,智能硬件B轮20-99人,10-15K,https://www.zhipin.com//job_detail/6af857b4df975d231nZ72t-9GFBQ.html
86,86,锐亚教育,在线教育,python数据分析实习生,北京·顺义区·后沙峪,4天/周3个月本科,在线教育不需要融资100-499人,150-300元/天,https://www.zhipin.com//job_detail/bfc0cd253ccb3cfd1nN53dm4ElNS.html
87,87,优矩互动,广告营销,数据分析师,北京·朝阳区·酒仙桥,1年以内本科,广告营销已上市1000-9999人,9-14K,https://www.zhipin.com//job_detail/12b7120cab3ded3d1nxy2t-_GFpQ.html
88,88,北京城建,数据服务,数据分析员,北京·西城区·展览路,经验不限本科,数据服务不需要融资500-999人,10-12K,https://www.zhipin.com//job_detail/43a6f81ccbbafa2e1nV90929E1NU.html
89,89,顺丰速运,物流/仓储,物流数据分析专员,北京,1-3年大专,物流/仓储已上市10000人以上,7-8K,https://www.zhipin.com//job_detail/6b5974d754e6c5f41n1709-_FVdV.html
90,90,和兴健康科技,医疗健康,数据分析师,北京·朝阳区·国贸,经验不限本科,医疗健康C轮20-99人,8-13K,https://www.zhipin.com//job_detail/61e334765009943d1nF739q8FlFS.html
91,91,中科创达软件,计算机软件,数据分析师，河北廊坊办公,北京·朝阳区·望京,1-3年大专,计算机软件已上市1000-9999人,10-15K,https://www.zhipin.com//job_detail/64cc23deb00d6a0b1n1_2NS7EVZR.html
92,92,阿米巴,智能硬件,数据分析师,北京·海淀区·五道口,经验不限大专,智能硬件未融资20-99人,8-13K,https://www.zhipin.com//job_detail/9423fc8aba8bf9611nx-2t-9GFpR.html
93,93,TATA木门,家具/家电/家居,数据分析师,北京,1-3年本科,家具/家电/家居未融资10000人以上,8-10K,https://www.zhipin.com//job_detail/f042883142f782ff1nF72dq1EFpQ.html
94,94,琥珀创想,移动互联网,数据分析实习生-商业化方向,北京·朝阳区·立水桥,5天/周5个月本科,移动互联网不需要融资20-99人,200-300元/天,https://www.zhipin.com//job_detail/9e1ea4eb92ef7feb33J_3dS5EFM~.html
95,95,一点资讯,移动互联网,数据分析实习生,北京·朝阳区·酒仙桥,经验不限本科,移动互联网D轮及以上1000-9999人,5-7K,https://www.zhipin.com//job_detail/c7ce64c3b5faf90b1n1z2t-0FVJU.html
96,96,美篇,社交网络,数据分析师,北京·海淀区·知春路,5-10年本科,社交网络B轮100-499人,15-30K·14薪,https://www.zhipin.com//job_detail/520f3cf7504635600Hx53tS0F1I~.html
97,97,毕马威,咨询,毕马威北京实习金融风险咨询数据分析建模岗,北京·东城区·东单,4天/周3个月本科,咨询不需要融资1000-9999人,150-200元/天,https://www.zhipin.com//job_detail/64be75c24ede2f761nx_39W7GVJT.html
98,98,松云阳,互联网,数据分析,北京·朝阳区·望京,5-10年本科,互联网100-499人,30-50K,https://www.zhipin.com//job_detail/93df0b663724ff000XF53dm5EVA~.html
99,99,友谱网络科技,数据服务,数据分析师,北京·朝阳区·小营,经验不限硕士,数据服务不需要融资20-99人,11-17K,https://www.zhipin.com//job_detail/64f60e94232faf8b1X183dS0FVA~.html
